id_pedido,fecha,cliente,pais,producto,cantidad,precio_unitario,total
A0695,2025-01-26,Faustino Losa,Argentina,Impresora,1,300,300
A0696,2025-01-23,Ale Tovar Rodríguez,Ecuador,Teclado,2,35,70
A0697,2025-01-06,Chita Borrego Riquelme,Perú,Impresora,4,300,1200
A0698,2025-01-09,Blanca María Dolores Aller Cordero,Perú,Audífonos,2,50,100
A0699,2025-01-11,Édgar Gras-Cañizares,Ecuador,Teclado,2,35,70
A0700,2025-01-08,Lucía Barros Ramón,Chile,Silla ergonómica,2,150,300
A0701,2025-01-02,Hortensia Guillen Vara,Colombia,Mouse,3,20,60
A0702,2025-01-03,Gregorio Soria Pallarès,Chile,Laptop,3,950,2850
A0703,2025-01-19,Clementina del Viñas,Ecuador,Tablet,2,250,500
A0704,2025-01-02,Jesús de Sala,Chile,Webcam,4,70,280
A0705,2025-01-05,Magdalena Posada Cuéllar,Colombia,Router,1,100,100
A0706,2025-01-02,Roxana Gallardo Camino,Perú,Teclado,4,35,140
A0707,2025-01-10,Abraham Barrena Ferrando,Perú,Impresora,5,300,1500
A0708,2025-01-15,Lourdes Fonseca Bravo,Perú,Silla ergonómica,3,150,450
A0709,2025-01-05,Marcelo Bosch Nicolau,Argentina,Mouse,1,20,20
A0710,2025-01-18,Nadia Miguel Torralba,Ecuador,Teclado,1,35,35
A0711,2025-01-09,Encarnación Porcel Tejera,Chile,Silla ergonómica,5,150,750
A0712,2025-01-02,Florina del Guijarro,Ecuador,Mouse,5,20,100
A0713,2025-01-22,Ibán de Cepeda,Perú,Router,2,100,200
A0714,2025-01-25,Nayara Alemán-Barragán,Colombia,Router,3,100,300
A0715,2025-01-16,Rosendo Aguilar-Huerta,Argentina,Router,3,100,300
A0716,2025-01-23,Dulce del Palau,Colombia,Impresora,4,300,1200
A0717,2025-01-14,Yolanda Ramis,Chile,Tablet,2,250,500
A0718,2025-01-01,Herminia del Merino,Ecuador,Audífonos,2,50,100
A0719,2025-01-01,Anunciación Asensio Hidalgo,Colombia,Mouse,2,20,40
A0720,2025-01-19,Elisabet Marín,Perú,Silla ergonómica,2,150,300
A0721,2025-01-21,Leandro Melero Gras,Colombia,Tablet,3,250,750
A0722,2025-01-06,Onofre del Rosa,Perú,Laptop,3,950,2850
A0723,2025-01-20,Luna Oliva-Hervia,Chile,Webcam,2,70,140
A0724,2025-01-27,Conrado Valero-Arias,Argentina,Laptop,4,950,3800
A0725,2025-01-20,Sarita de Soriano,Ecuador,Monitor,1,200,200
A0726,2025-01-13,Toño Río Lillo,Perú,Monitor,1,200,200
A0727,2025-01-15,Florentino de Bellido,Chile,Impresora,4,300,1200
A0728,2025-01-23,Chita Ainara Pazos Roselló,Perú,Audífonos,2,50,100
A0729,2025-01-10,Epifanio Ribes Parra,Ecuador,Laptop,3,950,2850
A0730,2025-01-13,Corona Aranda Soto,Colombia,Webcam,1,70,70
A0731,2025-01-06,Irma Pacheco Hernández,Chile,Teclado,5,35,175
A0732,2025-01-01,Carmelo Aramburu Pastor,Colombia,Tablet,5,250,1250
A0733,2025-01-06,Marianela Carbajo Nogueira,Chile,Tablet,4,250,1000
A0734,2025-01-25,Ángela Pereira Roma,Argentina,Audífonos,2,50,100
A0735,2025-01-20,Enrique Tejero Paz,Ecuador,Webcam,1,70,70
A0736,2025-01-06,Anabel Nevado Alonso,Ecuador,Webcam,2,70,140
A0737,2025-01-09,Abigaíl del Vall,Ecuador,Router,1,100,100
A0738,2025-01-14,Eusebio Borrás Conde,Ecuador,Audífonos,4,50,200
A0739,2025-01-01,Carmelo Modesto Paz Sanchez,Argentina,Webcam,4,70,280
A0740,2025-01-23,Bartolomé Leon Rico,Argentina,Webcam,5,70,350
A0741,2025-01-20,Marcos Vera Hernandez,Colombia,Impresora,2,300,600
A0742,2025-01-11,Ulises Barranco Alfonso,Ecuador,Webcam,5,70,350
A0743,2025-01-02,Nerea Páez Vizcaíno,Ecuador,Audífonos,2,50,100
A0744,2025-01-08,Arturo Valderrama Valencia,Chile,Silla ergonómica,5,150,750
A0745,2025-01-27,Mauricio Menendez Montserrat,Colombia,Audífonos,3,50,150
A0746,2025-01-10,María José de Delgado,Ecuador,Webcam,3,70,210
A0747,2025-01-16,Alicia Perez Toledo,Ecuador,Monitor,3,200,600
A0748,2025-01-19,Rubén Escamilla Pou,Colombia,Silla ergonómica,3,150,450
A0749,2025-01-05,Ricarda Franco Blanch,Colombia,Tablet,1,250,250
A0750,2025-01-12,Olalla Abascal Gibert,Ecuador,Webcam,3,70,210
A0751,2025-01-25,Marcela Batalla Rico,Perú,Audífonos,4,50,200
A0752,2025-01-02,Edelmiro Abilio Badía Iglesia,Chile,Audífonos,4,50,200
A0753,2025-01-14,Águeda Giralt Trujillo,Chile,Mouse,1,20,20
A0754,2025-01-10,Maristela del Toledo,Argentina,Mouse,3,20,60
A0755,2025-01-03,Jordán Pereira Alsina,Argentina,Tablet,3,250,750
A0756,2025-01-04,Emelina Doménech Pellicer,Chile,Audífonos,3,50,150
A0757,2025-01-06,Paola Comas Río,Perú,Teclado,5,35,175
A0758,2025-01-10,Alba Revilla Ferrera,Chile,Mouse,2,20,40
A0759,2025-01-22,Mohamed Figueroa-Morales,Chile,Impresora,5,300,1500
A0760,2025-01-20,Herminio Macias Olivares,Chile,Teclado,2,35,70
A0761,2025-01-03,Apolinar Maximino Roman Tamayo,Argentina,Teclado,3,35,105
A0762,2025-01-15,Lupe Rocamora Sotelo,Ecuador,Teclado,3,35,105
A0763,2025-01-05,Wilfredo Orozco Olmedo,Colombia,Router,5,100,500
A0764,2025-01-19,Maite Sarabia Pagès,Argentina,Silla ergonómica,5,150,750
A0765,2025-01-04,Salomé Cánovas Ferrándiz,Colombia,Silla ergonómica,2,150,300
A0766,2025-01-24,Rafa Villena-Ferrer,Argentina,Audífonos,4,50,200
A0767,2025-01-16,Óscar Criado-Puerta,Perú,Teclado,2,35,70
A0768,2025-01-19,Ulises Corbacho Aznar,Colombia,Mouse,5,20,100
A0769,2025-01-22,Amador de Rosselló,Colombia,Router,5,100,500
A0770,2025-01-18,José Borrego Meléndez,Perú,Impresora,1,300,300
A0771,2025-01-08,Horacio Torrens,Argentina,Laptop,5,950,4750
A0772,2025-01-15,Nieves Maite Gimeno Gimenez,Perú,Tablet,1,250,250
A0773,2025-01-27,Mariana Larrea Olivares,Ecuador,Impresora,4,300,1200
A0774,2025-01-23,Melisa Porta,Colombia,Router,2,100,200
A0775,2025-01-17,Alex Fito Gargallo Puig,Ecuador,Laptop,2,950,1900
A0776,2025-01-05,Paca Moreno,Perú,Impresora,1,300,300
A0777,2025-01-20,Severiano del Bárcena,Ecuador,Mouse,2,20,40
A0778,2025-01-06,Aura Abril Agullo Piña,Argentina,Silla ergonómica,5,150,750
A0779,2025-01-23,Camila Lluch Cañellas,Argentina,Webcam,3,70,210
A0780,2025-01-27,Rosenda Contreras Tenorio,Colombia,Silla ergonómica,1,150,150
A0781,2025-01-17,Marcelo Menendez-Fuster,Argentina,Laptop,2,950,1900
A0782,2025-01-24,Zaida Regina Palacios Cortina,Colombia,Silla ergonómica,1,150,150
A0783,2025-01-17,Gloria Cardona-Prado,Chile,Audífonos,1,50,50
A0784,2025-01-23,Imelda Maldonado Mulet,Argentina,Router,3,100,300
A0785,2025-01-26,Mamen Escamilla-Rosa,Argentina,Teclado,5,35,175
A0786,2025-01-11,Pascual Leiva Pino,Ecuador,Router,1,100,100
A0787,2025-01-12,Manuelita Samper Pedro,Ecuador,Audífonos,2,50,100
A0788,2025-01-05,Leandro Guardiola,Ecuador,Tablet,4,250,1000
A0789,2025-01-22,Adolfo Pazos Juárez,Chile,Laptop,1,950,950
A0790,2025-01-27,Jafet Marqués-Llanos,Chile,Router,1,100,100
A0791,2025-01-15,Encarnacion Luisa Fortuny Losada,Colombia,Tablet,3,250,750
A0792,2025-01-04,Vito Ferrándiz Varela,Argentina,Silla ergonómica,5,150,750
A0793,2025-01-14,Candelario Valero Herranz,Chile,Audífonos,4,50,200
A0794,2025-01-16,Rolando Saldaña Calatayud,Perú,Impresora,2,300,600
A0795,2025-01-08,Lope de Aranda,Colombia,Webcam,4,70,280
A0796,2025-01-17,Victor Manuel Carnero-Sotelo,Perú,Silla ergonómica,2,150,300
A0797,2025-01-11,Ernesto Roca Roura,Ecuador,Audífonos,5,50,250
A0798,2025-01-06,Aarón Berenguer Campoy,Ecuador,Audífonos,2,50,100
A0799,2025-01-07,Nacho Cerro Agullo,Ecuador,Tablet,3,250,750
A0800,2025-01-05,Salomé Novoa,Colombia,Impresora,3,300,900
A0801,2025-01-09,Violeta Corral,Perú,Silla ergonómica,3,150,450
A0802,2025-01-27,Pío Alfonso Puerta Ordóñez,Chile,Audífonos,3,50,150
A0803,2025-01-22,Guadalupe Teresita Barral Laguna,Ecuador,Silla ergonómica,4,150,600
A0804,2025-01-21,Quique Ayllón Carreras,Chile,Audífonos,5,50,250
A0805,2025-01-22,Poncio Jara Sanjuan,Perú,Webcam,2,70,140
A0806,2025-01-14,Inés Morán Vizcaíno,Chile,Silla ergonómica,2,150,300
A0807,2025-01-11,Celestina Hernandez,Ecuador,Impresora,3,300,900
A0808,2025-01-04,Georgina Iglesias León,Argentina,Webcam,3,70,210
A0809,2025-01-26,Heliodoro Barco-Asenjo,Perú,Teclado,1,35,35
A0810,2025-01-02,Jennifer Garzón-Corominas,Argentina,Mouse,5,20,100
A0811,2025-01-05,Mauricio Mate Zapata,Colombia,Tablet,4,250,1000
A0812,2025-01-13,Jesusa Chamorro Larrea,Perú,Laptop,2,950,1900
A0813,2025-01-04,Héctor Mayo-Martorell,Perú,Impresora,1,300,300
A0814,2025-01-01,Jerónimo Uriarte Carballo,Chile,Monitor,1,200,200
A0815,2025-01-20,Clara Quirós-Rodríguez,Perú,Router,2,100,200
A0816,2025-01-22,Albino Burgos Coello,Chile,Monitor,4,200,800
A0817,2025-01-15,Gil Berrocal,Chile,Teclado,1,35,35
A0818,2025-01-02,Duilio Plana Almeida,Ecuador,Impresora,1,300,300
A0819,2025-01-07,Íngrid Luque Alegria,Ecuador,Tablet,5,250,1250
A0820,2025-01-13,Maximiano del Feijoo,Argentina,Tablet,4,250,1000
A0821,2025-01-26,Estela Navarro Riba,Ecuador,Audífonos,1,50,50
A0822,2025-01-21,Natanael Lastra Rodriguez,Argentina,Teclado,4,35,140
A0823,2025-01-09,Calista del Ferrán,Argentina,Webcam,2,70,140
A0824,2025-01-25,Olga Susanita Acero Heredia,Chile,Teclado,3,35,105
A0825,2025-01-16,Pelayo Gras Busquets,Chile,Silla ergonómica,1,150,150
A0826,2025-01-27,María Jesús del Prada,Chile,Router,5,100,500
A0827,2025-01-09,Telmo Pablo Villalobos Peinado,Ecuador,Webcam,2,70,140
A0828,2025-01-01,Nacho del Garcia,Perú,Monitor,4,200,800
A0829,2025-01-06,Leandra Priscila Sánchez Belmonte,Colombia,Silla ergonómica,2,150,300
A0830,2025-01-20,Alex Atienza Cáceres,Perú,Router,1,100,100
A0831,2025-01-11,Ana Lourdes Godoy Doménech,Chile,Tablet,4,250,1000
A0832,2025-01-22,Guiomar Portero Marí,Chile,Impresora,3,300,900
A0833,2025-01-22,Fernanda Zabaleta Andreu,Colombia,Monitor,2,200,400
A0834,2025-01-14,Anacleto Rojas,Perú,Silla ergonómica,1,150,150
A0835,2025-01-18,Jesusa Dionisia Carrillo Asenjo,Colombia,Router,5,100,500
A0836,2025-01-11,Marianela Fuster Vaquero,Perú,Webcam,4,70,280
A0837,2025-01-14,Ámbar Terrón Jiménez,Argentina,Tablet,2,250,500
A0838,2025-01-08,Leire Araujo Cabrera,Colombia,Teclado,2,35,70
A0839,2025-01-27,Petrona Piquer Téllez,Chile,Silla ergonómica,3,150,450
A0840,2025-01-27,Pelayo Terrón Cueto,Chile,Impresora,3,300,900
A0841,2025-01-18,Gisela Garay,Ecuador,Router,5,100,500
A0842,2025-01-25,Toño Dalmau Jaén,Perú,Tablet,5,250,1250
A0843,2025-01-23,Urbano Sandoval,Ecuador,Tablet,1,250,250
A0844,2025-01-05,Lorena Bayón,Ecuador,Impresora,1,300,300
A0845,2025-01-05,Anna del Lobato,Ecuador,Teclado,5,35,175
A0846,2025-01-13,Luciano Blas Quiroga Amaya,Perú,Router,5,100,500
A0847,2025-01-07,Prudencia Gallo,Argentina,Teclado,4,35,140
A0848,2025-01-22,Federico Casado Fernández,Colombia,Mouse,3,20,60
A0849,2025-01-07,Haroldo Gallart Valero,Chile,Router,1,100,100
A0850,2025-01-23,Olga Lupita Miralles Mateo,Perú,Laptop,3,950,2850
A0851,2025-01-07,Federico Cornejo Nevado,Colombia,Laptop,3,950,2850
A0852,2025-01-07,Olimpia Sotelo Barroso,Colombia,Tablet,5,250,1250
A0853,2025-01-25,Telmo Ríos Martorell,Perú,Monitor,4,200,800
A0854,2025-01-10,Agustina Serra-Mayol,Colombia,Mouse,2,20,40
A0855,2025-01-19,Mamen Zurita Martí,Perú,Monitor,4,200,800
A0856,2025-01-26,Mónica Cepeda Gomila,Ecuador,Audífonos,4,50,200
A0857,2025-01-08,Arsenio Cañas Donaire,Ecuador,Audífonos,3,50,150
A0858,2025-01-08,Rubén Gilabert Fajardo,Chile,Teclado,4,35,140
A0859,2025-01-25,Gerardo Roda Sanchez,Ecuador,Impresora,1,300,300
A0860,2025-01-08,Lope Cáceres Hierro,Colombia,Teclado,3,35,105
A0861,2025-01-19,Haroldo Girona Higueras,Colombia,Router,1,100,100
A0862,2025-01-08,Julián Frías-Ballester,Argentina,Laptop,2,950,1900
A0863,2025-01-01,Paulina Gimeno Ortuño,Ecuador,Laptop,3,950,2850
A0864,2025-01-18,Nilda Sabater Pera,Perú,Monitor,2,200,400
A0865,2025-01-02,Emelina Valls,Chile,Tablet,3,250,750
A0866,2025-01-09,Íñigo Ávila,Argentina,Tablet,5,250,1250
A0867,2025-01-22,Flor de Llano,Colombia,Mouse,4,20,80
A0868,2025-01-27,Régulo Manso Corominas,Perú,Monitor,5,200,1000
A0869,2025-01-12,Marco Mulet-Alcalde,Perú,Mouse,2,20,40
A0870,2025-01-22,Joaquina Castejón Carrasco,Ecuador,Monitor,4,200,800
A0871,2025-01-02,Che Aragón Carbó,Colombia,Silla ergonómica,3,150,450
A0872,2025-01-13,Teófilo Jordán Sala Juan,Colombia,Mouse,4,20,80
A0873,2025-01-18,Estela Quintanilla Requena,Ecuador,Router,1,100,100
A0874,2025-01-18,Diego Guardiola-Galiano,Argentina,Tablet,4,250,1000
A0875,2025-01-26,Arsenio Carro Cortes,Ecuador,Tablet,1,250,250
A0876,2025-01-24,Paco Martin Cabello Quiroga,Argentina,Monitor,4,200,800
A0877,2025-01-19,Lidia Puente Rosselló,Chile,Impresora,1,300,300
A0878,2025-01-20,Tomasa Nuñez Alegre,Colombia,Laptop,2,950,1900
A0879,2025-01-07,Cintia de Moraleda,Argentina,Audífonos,5,50,250
A0880,2025-01-06,Leticia Blanco Chaves,Chile,Silla ergonómica,3,150,450
A0881,2025-01-25,Anacleto Rufino Jáuregui Márquez,Colombia,Teclado,4,35,140
A0882,2025-01-20,Heliodoro Toribio Pedro Román,Ecuador,Tablet,5,250,1250
A0883,2025-01-13,Casemiro Salas Machado,Perú,Mouse,3,20,60
A0884,2025-01-20,Eugenia Clemente Román,Argentina,Tablet,3,250,750
A0885,2025-01-04,Amando Girón Galan,Argentina,Tablet,1,250,250
A0886,2025-01-25,Antonia Escribano Acero,Argentina,Laptop,2,950,1900
A0887,2025-01-10,Sofía Amo Marin,Colombia,Router,2,100,200
A0888,2025-01-22,Haroldo Blas Cervantes Luna,Ecuador,Webcam,5,70,350
A0889,2025-01-08,Gervasio Cortés Coronado,Perú,Impresora,2,300,600
A0890,2025-01-10,Vito de Posada,Ecuador,Audífonos,4,50,200
A0891,2025-01-26,Diana Roberta Marti Sanchez,Ecuador,Audífonos,2,50,100
A0892,2025-01-24,Aristides Sans Guzmán,Chile,Mouse,5,20,100
A0893,2025-01-11,Berta María Del Carmen Ibañez Maza,Argentina,Audífonos,2,50,100
A0894,2025-01-15,Estrella Porras Marín,Chile,Laptop,4,950,3800
A0895,2025-01-04,Asdrubal Macario Ugarte Soto,Perú,Tablet,1,250,250
A0896,2025-01-19,Anastasio Gutiérrez Giner,Perú,Teclado,5,35,175
A0897,2025-01-03,Amelia Gimeno Elías,Colombia,Router,1,100,100
A0898,2025-01-11,Joaquín Larrañaga,Chile,Teclado,1,35,35
A0899,2025-01-17,Leonel Aparicio Olivares,Ecuador,Router,1,100,100
A0900,2025-01-05,Manolo Prado Chico,Ecuador,Impresora,3,300,900
A0901,2025-01-15,Inocencio Almagro Morell,Chile,Laptop,3,950,2850
A0902,2025-01-15,Sandalio Silva Urrutia,Chile,Laptop,1,950,950
A0903,2025-01-19,Etelvina Maldonado Luz,Perú,Impresora,5,300,1500
A0904,2025-01-23,Aníbal Aarón Rosell Segovia,Argentina,Webcam,4,70,280
A0905,2025-01-08,Encarnita Olivia Barrio Aguilar,Argentina,Router,4,100,400
A0906,2025-01-17,Flavio Isaac Pedraza Alegre,Perú,Laptop,2,950,1900
A0907,2025-01-04,Nando Vilanova Tenorio,Chile,Impresora,5,300,1500
A0908,2025-01-08,Julieta González Marin,Perú,Laptop,3,950,2850
A0909,2025-01-15,Marisela Alfonso Marin,Perú,Impresora,1,300,300
A0910,2025-01-10,Pepito Armando Palacio León,Ecuador,Audífonos,2,50,100
A0911,2025-01-03,Evaristo Córdoba Juan,Colombia,Webcam,4,70,280
A0912,2025-01-20,Elvira Roca Valle,Colombia,Webcam,3,70,210
A0913,2025-01-03,Agustín Crespo Infante,Perú,Teclado,3,35,105
A0914,2025-01-26,Emelina Viviana Padilla Tudela,Colombia,Router,1,100,100
A0915,2025-01-08,Adriana Campoy Sanabria,Perú,Tablet,4,250,1000
A0916,2025-01-13,Alex Guillén Pons,Perú,Mouse,5,20,100
A0917,2025-01-26,Abraham Escalona Carbajo,Colombia,Mouse,3,20,60
A0918,2025-01-04,Virgilio Goñi Amador,Colombia,Silla ergonómica,1,150,150
A0919,2025-01-02,Edelmiro Coronado Llorens,Chile,Tablet,5,250,1250
A0920,2025-01-04,René Novoa Cervera,Perú,Audífonos,4,50,200
A0921,2025-01-09,Elías Martin Uriarte,Ecuador,Mouse,3,20,60
A0922,2025-01-01,Marcio Mendoza Porras,Perú,Impresora,5,300,1500
A0923,2025-01-18,Amanda del Luján,Perú,Router,5,100,500
A0924,2025-01-15,Julieta Oliveras Amaya,Argentina,Webcam,5,70,350
A0925,2025-01-25,Virginia Sarabia Morera,Chile,Router,3,100,300
A0926,2025-01-19,Lupe Jáuregui-Zabala,Perú,Router,3,100,300
A0927,2025-01-08,Matilde Domínguez Antón,Ecuador,Audífonos,2,50,100
A0928,2025-01-25,Isaac Caro Yáñez,Argentina,Webcam,4,70,280
A0929,2025-01-17,Martina Busquets Bayón,Perú,Laptop,1,950,950
A0930,2025-01-24,Flora Pinedo Menéndez,Ecuador,Webcam,5,70,350
A0931,2025-01-19,Curro Baltasar Andres Fuente,Perú,Tablet,2,250,500
A0932,2025-01-12,Ileana Clavero-Galan,Chile,Laptop,1,950,950
A0933,2025-01-18,León Falcón Luís,Chile,Silla ergonómica,2,150,300
A0934,2025-01-19,Emma Ema Sosa Benitez,Colombia,Laptop,3,950,2850
A0935,2025-01-14,Azeneth Eloísa Benavent Losa,Chile,Mouse,5,20,100
A0936,2025-01-08,Noé Ureña,Chile,Audífonos,1,50,50
A0937,2025-01-17,Domingo Sevillano-Blanco,Perú,Webcam,1,70,70
A0938,2025-01-27,Delfina Baró-Barros,Argentina,Laptop,1,950,950
A0939,2025-01-05,Martirio Gallo Almeida,Argentina,Teclado,1,35,35
A0940,2025-01-06,Virginia Larrañaga Álvarez,Colombia,Audífonos,1,50,50
A0941,2025-01-11,Leonardo Adadia Calvo,Perú,Router,2,100,200
A0942,2025-01-20,Apolinar Bosch Aliaga,Ecuador,Silla ergonómica,5,150,750
A0943,2025-01-15,Nazaret Ramírez Parejo,Chile,Tablet,3,250,750
A0944,2025-01-03,Teresa Beltrán Arellano,Perú,Webcam,3,70,210
A0945,2025-01-18,Ciro Reynaldo Donaire Manrique,Perú,Impresora,3,300,900
A0946,2025-01-05,Roxana Alcántara Blanch,Chile,Mouse,3,20,60
A0947,2025-01-22,Lola Vega Sastre,Ecuador,Teclado,2,35,70
A0948,2025-01-15,Joel Folch-Carbonell,Colombia,Tablet,4,250,1000
A0949,2025-01-25,Encarnación Márquez Anaya,Colombia,Tablet,5,250,1250
A0950,2025-01-27,Olimpia Aroca-Goñi,Ecuador,Impresora,1,300,300
A0951,2025-01-23,Poncio Porras-Asenjo,Perú,Router,4,100,400
A0952,2025-01-25,Reynaldo Benitez-Águila,Chile,Silla ergonómica,3,150,450
A0953,2025-01-12,Ale Palacio Berenguer,Perú,Router,4,100,400
A0954,2025-01-18,Pepe Egea Infante,Chile,Mouse,5,20,100
A0955,2025-01-05,Maura de Valdés,Chile,Mouse,1,20,20
A0956,2025-01-02,Julia Morales Cervantes,Colombia,Teclado,1,35,35
A0957,2025-01-26,Dominga Bello Lamas,Colombia,Mouse,5,20,100
A0958,2025-01-08,Calixto Garmendia Piña,Perú,Audífonos,5,50,250
A0959,2025-01-23,Dani Fernandez Verdú,Ecuador,Tablet,3,250,750
A0960,2025-01-18,Manu Santamaria Portero,Argentina,Impresora,1,300,300
A0961,2025-01-12,Selena Royo Ayala,Perú,Teclado,4,35,140
A0962,2025-01-21,Mamen del Valera,Chile,Audífonos,2,50,100
A0963,2025-01-23,Régulo de Gallardo,Argentina,Monitor,2,200,400
A0964,2025-01-10,Luis Miguel del Villalonga,Ecuador,Monitor,5,200,1000
A0965,2025-01-03,Oriana Palomares Bartolomé,Chile,Monitor,3,200,600
A0966,2025-01-14,Antonia Pinedo Olivé,Colombia,Laptop,2,950,1900
A0967,2025-01-07,Remigio Rincón Raya,Perú,Tablet,1,250,250
A0968,2025-01-05,María Teresa Serra González,Argentina,Audífonos,5,50,250
A0969,2025-01-03,Mar Girón Nicolás,Colombia,Tablet,4,250,1000
A0970,2025-01-06,Luisina Sanz-Domínguez,Chile,Silla ergonómica,5,150,750
A0971,2025-01-27,Artemio Mendez,Ecuador,Mouse,4,20,80
A0972,2025-01-14,Carmelita Losada Bustamante,Perú,Webcam,5,70,350
A0973,2025-01-20,Iker Lladó Bastida,Colombia,Tablet,5,250,1250
A0974,2025-01-09,Pío Talavera Nebot,Colombia,Webcam,5,70,350
A0975,2025-01-06,Alejandro Catalá-Correa,Argentina,Mouse,4,20,80
A0976,2025-01-17,Verónica Heredia Jordán,Chile,Audífonos,4,50,200
A0977,2025-01-24,José Antonio Pla Sancho,Ecuador,Router,5,100,500
A0978,2025-01-17,Ana Sofía Hierro Carbajo,Colombia,Tablet,2,250,500
A0979,2025-01-03,María Cristina Crespi Páez,Perú,Teclado,3,35,105
A0980,2025-01-01,María Cristina Valls Rubio,Argentina,Silla ergonómica,3,150,450
A0981,2025-01-01,Manuela Jacinta Alegre Cañas,Chile,Teclado,3,35,105
A0982,2025-01-08,Maura Adriana Acosta Castejón,Colombia,Tablet,4,250,1000
A0983,2025-01-09,Andrea Bárcena Ballester,Ecuador,Mouse,4,20,80
A0984,2025-01-06,Gabino Ros-Segovia,Argentina,Teclado,2,35,70
A0985,2025-01-02,Leocadio Torrents Bou,Perú,Teclado,3,35,105
A0986,2025-01-10,Yésica Alberdi Murillo,Chile,Audífonos,3,50,150
A0987,2025-01-11,Desiderio de Ribera,Chile,Audífonos,5,50,250
A0988,2025-01-19,Luz Moreno Noriega,Argentina,Impresora,4,300,1200
A0989,2025-01-01,Natanael Giménez Cobo,Ecuador,Impresora,3,300,900
A0990,2025-01-09,Albano Antúnez Coloma,Chile,Tablet,2,250,500
A0991,2025-01-22,Leandro Casal Villar,Perú,Teclado,2,35,70
A0992,2025-01-24,Estefanía Ariza,Perú,Silla ergonómica,3,150,450
A0993,2025-01-24,Aurelia Vergara Tirado,Argentina,Mouse,4,20,80
A0994,2025-01-08,Alejandro Solano Aliaga,Argentina,Teclado,2,35,70
A0995,2025-01-25,Atilio Izquierdo-Nogués,Argentina,Silla ergonómica,5,150,750
A0996,2025-01-14,Gloria Morell-Peláez,Chile,Teclado,2,35,70
A0997,2025-01-24,María Del Carmen Llorente Bayona,Argentina,Silla ergonómica,1,150,150
A0998,2025-01-03,Gil Sabater Andreu,Perú,Silla ergonómica,1,150,150
A0999,2025-01-25,Hermenegildo Aroca Benito,Ecuador,Laptop,4,950,3800
A1000,2025-01-16,Silvia del Beltrán,Ecuador,Laptop,3,950,2850
